0;0.014290
0.01;0.000284
0.02;0.005145
0.03;0.004788
0.04;0.012692
0.05;0.005434
0.06;0.006451
0.07;0.011124
0.08;0.007068
0.09;0.002344
0.1;0.005504
0.11;0.008726
0.12;0.012938
0.13;0.019143
0.14;0.013368
0.15;0.006471
0.16;0.006790
0.17;0.014799
0.18;0.001076
0.19;-0.002144
0.2;0.012625
0.21;0.001131
0.22;0.001360
0.23;-0.004652
0.24;0.001498
0.25;0.005082
0.26;0.008995
0.27;0.009966
0.28;0.001210
0.29;-0.012089
0.3;0.001093
0.31;0.006491
0.32;0.009823
0.33;0.010104
0.34;0.005406
0.35;0.012128
0.36;-0.002058
0.37;0.001939
0.38;-0.003495
0.39;0.011974
0.4;0.004393
0.41;0.009947
0.42;0.009929
0.43;0.014696
0.44;-0.007051
0.45;-0.003937
0.46;0.000666
0.47;0.007836
0.48;0.004752
0.49;0.004465
0.5;0.005679
0.51;0.003116
0.52;-0.002078
0.53;0.009038
0.54;0.001751
0.55;0.009128
0.56;-0.016586
0.57;0.000416
0.58;0.011591
0.59;0.016212
0.6;0.003781
0.61;0.002228
0.62;0.005967
0.63;0.011719
0.64;0.000899
0.65;0.012896
0.66;0.004860
0.67;-0.005440
0.68;0.007008
0.69;-0.002309
0.7;0.014337
0.71;0.002376
0.72;0.009994
0.73;-0.005908
0.74;0.004465
0.75;0.020171
0.76;0.011549
0.77;0.001753
0.78;0.006627
0.79;-0.008244
0.8;-0.002280
0.81;0.003139
0.82;0.000346
0.83;0.002507
0.84;0.002246
0.85;0.006376
0.86;-0.002497
0.87;-0.008959
0.88;0.004997
0.89;0.009482
0.9;0.010449
0.91;0.011555
0.92;0.016066
0.93;0.004246
0.94;-0.004560
0.95;-0.008196
0.96;0.003410
0.97;0.022605
0.98;0.009882
0.99;0.003529
1;0.002641
1.01;-0.004532
1.02;-0.002331
1.03;-0.000355
1.04;0.007895
1.05;0.001479
1.06;0.010386
1.07;0.012821
1.08;0.002838
1.09;0.013267
1.1;0.006712
1.11;0.002299
1.12;0.007451
1.13;0.014175
1.14;0.013307
1.15;0.012147
1.16;0.009030
1.17;0.003807
1.18;0.016881
1.19;0.016096
1.2;0.012735
1.21;0.009883
1.22;-0.005119
1.23;0.008429
1.24;0.003710
1.25;0.003306
1.26;0.005271
1.27;0.011569
1.28;0.015737
1.29;-0.000564
1.3;-0.002351
1.31;-0.002062
1.32;0.003362
1.33;0.002116
1.34;0.003780
1.35;0.001560
1.36;-0.006780
1.37;0.012922
1.38;-0.000206
1.39;0.009527
1.4;0.007811
1.41;0.012917
1.42;-0.001292
1.43;0.007775
1.44;0.009605
1.45;-0.004179
1.46;0.003381
1.47;0.006106
1.48;0.008963
1.49;0.009783
1.5;0.004310
1.51;0.008848
1.52;0.004824
1.53;0.004881
1.54;0.013342
1.55;0.004745
1.56;0.004981
1.57;0.008186
1.58;0.009646
1.59;0.009543
1.6;-0.004694
1.61;0.015973
1.62;0.011705
1.63;0.005257
1.64;0.001732
1.65;0.000309
1.66;0.001399
1.67;0.017011
1.68;0.026814
1.69;0.004836
1.7;-0.002620
1.71;0.010189
1.72;0.005172
1.73;0.013116
1.74;-0.001530
1.75;0.000723
1.76;-0.002527
1.77;0.001717
1.78;0.012828
1.79;0.007553
1.8;0.003760
1.81;0.001821
1.82;0.023322
1.83;-0.003032
1.84;0.006517
1.85;0.009120
1.86;0.002308
1.87;0.001648
1.88;-0.007068
1.89;0.001259
1.9;-0.004060
1.91;0.006893
1.92;0.007855
1.93;-0.001899
1.94;0.000193
1.95;-0.002424
1.96;0.005921
1.97;0.014341
1.98;0.006667
1.99;0.001088
2;-0.007513
2.01;0.012336
2.02;0.015463
2.03;0.005544
2.04;-0.000476
2.05;0.004241
2.06;0.001156
2.07;0.010555
2.08;0.012244
2.09;0.012139
2.1;0.013992
2.11;0.002684
2.12;0.009334
2.13;0.004453
2.14;0.011676
2.15;0.010179
2.16;0.013848
2.17;0.017912
2.18;0.016441
2.19;0.012731
2.2;0.004998
2.21;0.001499
2.22;0.011819
2.23;0.005752
2.24;-0.007709
2.25;0.009424
2.26;0.000801
2.27;0.001093
2.28;-0.011532
2.29;0.001215
2.3;0.014399
2.31;-0.004673
2.32;0.003578
2.33;0.002280
